Datekey,Date,Day_Of_Month,Day_Name,Day_Of_Week,Month,Month_Name,Wk_StartDate,Wk_EndDate,Week_Of_Month,Year,Month_Year,IsWeekday,IsHoliday,DateStyle1,DateStyle2,DateStyle3,DateStyle4
43331,19/08/2018,19,Sunday,1,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekend,,19 August 2018,"Sunday, August 19, 2018",19 Aug 2018,19 Aug 
43332,20/08/2018,20,Monday,2,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekday,,20 August 2018,"Monday, August 20, 2018",20 Aug 2018,20 Aug 
43333,21/08/2018,21,Tuesday,3,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekday,,21 August 2018,"Tuesday, August 21, 2018",21 Aug 2018,21 Aug 
43334,22/08/2018,22,Wednesday,4,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekday,,22 August 2018,"Wednesday, August 22, 2018",22 Aug 2018,22 Aug 
43335,23/08/2018,23,Thursday,5,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekday,,23 August 2018,"Thursday, August 23, 2018",23 Aug 2018,23 Aug 
43336,24/08/2018,24,Friday,6,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekday,,24 August 2018,"Friday, August 24, 2018",24 Aug 2018,24 Aug 
43337,25/08/2018,25,Saturday,7,8,August,19/08/2018,25/08/2018,August Week 4,2018,Aug-2018,Weekend,,25 August 2018,"Saturday, August 25, 2018",25 Aug 2018,25 Aug 
43338,26/08/2018,26,Sunday,1,8,August,26/08/2018,01/09/2018,August Week 5,2018,Aug-2018,Weekend,,26 August 2018,"Sunday, August 26, 2018",26 Aug 2018,26 Aug 
43339,27/08/2018,27,Monday,2,8,August,26/08/2018,01/09/2018,August Week 5,2018,Aug-2018,Weekday,,27 August 2018,"Monday, August 27, 2018",27 Aug 2018,27 Aug 
43340,28/08/2018,28,Tuesday,3,8,August,26/08/2018,01/09/2018,August Week 5,2018,Aug-2018,Weekday,,28 August 2018,"Tuesday, August 28, 2018",28 Aug 2018,28 Aug 
43341,29/08/2018,29,Wednesday,4,8,August,26/08/2018,01/09/2018,August Week 5,2018,Aug-2018,Weekday,,29 August 2018,"Wednesday, August 29, 2018",29 Aug 2018,29 Aug 
43342,30/08/2018,30,Thursday,5,8,August,26/08/2018,01/09/2018,August Week 5,2018,Aug-2018,Weekday,,30 August 2018,"Thursday, August 30, 2018",30 Aug 2018,30 Aug 
43343,31/08/2018,31,Friday,6,8,August,26/08/2018,01/09/2018,August Week 5,2018,Aug-2018,Weekday,,31 August 2018,"Friday, August 31, 2018",31 Aug 2018,31 Aug 
43344,01/09/2018,1,Saturday,7,9,September,26/08/2018,01/09/2018,September Week 1,2018,Sep-2018,Weekend,,1 September 2018,"Saturday, September 1, 2018",1 Sep 2018,1 Sep 
43345,02/09/2018,2,Sunday,1,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekend,,2 September 2018,"Sunday, September 2, 2018",2 Sep 2018,2 Sep 
43346,03/09/2018,3,Monday,2,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekday,,3 September 2018,"Monday, September 3, 2018",3 Sep 2018,3 Sep 
43347,04/09/2018,4,Tuesday,3,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekday,,4 September 2018,"Tuesday, September 4, 2018",4 Sep 2018,4 Sep 
43348,05/09/2018,5,Wednesday,4,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekday,,5 September 2018,"Wednesday, September 5, 2018",5 Sep 2018,5 Sep 
43349,06/09/2018,6,Thursday,5,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekday,,6 September 2018,"Thursday, September 6, 2018",6 Sep 2018,6 Sep 
43350,07/09/2018,7,Friday,6,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekday,,7 September 2018,"Friday, September 7, 2018",7 Sep 2018,7 Sep 
43351,08/09/2018,8,Saturday,7,9,September,02/09/2018,08/09/2018,September Week 2,2018,Sep-2018,Weekend,,8 September 2018,"Saturday, September 8, 2018",8 Sep 2018,8 Sep 
43352,09/09/2018,9,Sunday,1,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekend,,9 September 2018,"Sunday, September 9, 2018",9 Sep 2018,9 Sep 
43353,10/09/2018,10,Monday,2,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekday,,10 September 2018,"Monday, September 10, 2018",10 Sep 2018,10 Sep 
43354,11/09/2018,11,Tuesday,3,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekday,,11 September 2018,"Tuesday, September 11, 2018",11 Sep 2018,11 Sep 
43355,12/09/2018,12,Wednesday,4,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekday,,12 September 2018,"Wednesday, September 12, 2018",12 Sep 2018,12 Sep 
43356,13/09/2018,13,Thursday,5,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekday,,13 September 2018,"Thursday, September 13, 2018",13 Sep 2018,13 Sep 
43357,14/09/2018,14,Friday,6,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekday,,14 September 2018,"Friday, September 14, 2018",14 Sep 2018,14 Sep 
43358,15/09/2018,15,Saturday,7,9,September,09/09/2018,15/09/2018,September Week 3,2018,Sep-2018,Weekend,,15 September 2018,"Saturday, September 15, 2018",15 Sep 2018,15 Sep 
43359,16/09/2018,16,Sunday,1,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekend,,16 September 2018,"Sunday, September 16, 2018",16 Sep 2018,16 Sep 
43360,17/09/2018,17,Monday,2,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekday,,17 September 2018,"Monday, September 17, 2018",17 Sep 2018,17 Sep 
43361,18/09/2018,18,Tuesday,3,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekday,,18 September 2018,"Tuesday, September 18, 2018",18 Sep 2018,18 Sep 
43362,19/09/2018,19,Wednesday,4,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekday,,19 September 2018,"Wednesday, September 19, 2018",19 Sep 2018,19 Sep 
43363,20/09/2018,20,Thursday,5,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekday,,20 September 2018,"Thursday, September 20, 2018",20 Sep 2018,20 Sep 
43364,21/09/2018,21,Friday,6,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekday,,21 September 2018,"Friday, September 21, 2018",21 Sep 2018,21 Sep 
43365,22/09/2018,22,Saturday,7,9,September,16/09/2018,22/09/2018,September Week 4,2018,Sep-2018,Weekend,,22 September 2018,"Saturday, September 22, 2018",22 Sep 2018,22 Sep 
43366,23/09/2018,23,Sunday,1,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekend,,23 September 2018,"Sunday, September 23, 2018",23 Sep 2018,23 Sep 
43367,24/09/2018,24,Monday,2,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekday,,24 September 2018,"Monday, September 24, 2018",24 Sep 2018,24 Sep 
43368,25/09/2018,25,Tuesday,3,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekday,,25 September 2018,"Tuesday, September 25, 2018",25 Sep 2018,25 Sep 
43369,26/09/2018,26,Wednesday,4,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekday,,26 September 2018,"Wednesday, September 26, 2018",26 Sep 2018,26 Sep 
43370,27/09/2018,27,Thursday,5,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekday,,27 September 2018,"Thursday, September 27, 2018",27 Sep 2018,27 Sep 
43371,28/09/2018,28,Friday,6,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekday,,28 September 2018,"Friday, September 28, 2018",28 Sep 2018,28 Sep 
43372,29/09/2018,29,Saturday,7,9,September,23/09/2018,29/09/2018,September Week 5,2018,Sep-2018,Weekend,,29 September 2018,"Saturday, September 29, 2018",29 Sep 2018,29 Sep 
43373,30/09/2018,30,Sunday,1,9,September,30/09/2018,06/10/2018,September Week 6,2018,Sep-2018,Weekend,,30 September 2018,"Sunday, September 30, 2018",30 Sep 2018,30 Sep 
43374,01/10/2018,1,Monday,2,10,October,30/09/2018,06/10/2018,October Week 1,2018,Oct-2018,Weekday,,1 October 2018,"Monday, October 1, 2018",1 Oct 2018,1 Oct 
43375,02/10/2018,2,Tuesday,3,10,October,30/09/2018,06/10/2018,October Week 1,2018,Oct-2018,Weekday,,2 October 2018,"Tuesday, October 2, 2018",2 Oct 2018,2 Oct 
43376,03/10/2018,3,Wednesday,4,10,October,30/09/2018,06/10/2018,October Week 1,2018,Oct-2018,Weekday,,3 October 2018,"Wednesday, October 3, 2018",3 Oct 2018,3 Oct 
43377,04/10/2018,4,Thursday,5,10,October,30/09/2018,06/10/2018,October Week 1,2018,Oct-2018,Weekday,,4 October 2018,"Thursday, October 4, 2018",4 Oct 2018,4 Oct 
43378,05/10/2018,5,Friday,6,10,October,30/09/2018,06/10/2018,October Week 1,2018,Oct-2018,Weekday,,5 October 2018,"Friday, October 5, 2018",5 Oct 2018,5 Oct 
43379,06/10/2018,6,Saturday,7,10,October,30/09/2018,06/10/2018,October Week 1,2018,Oct-2018,Weekend,,6 October 2018,"Saturday, October 6, 2018",6 Oct 2018,6 Oct 
43380,07/10/2018,7,Sunday,1,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekend,,7 October 2018,"Sunday, October 7, 2018",7 Oct 2018,7 Oct 
43381,08/10/2018,8,Monday,2,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekday,,8 October 2018,"Monday, October 8, 2018",8 Oct 2018,8 Oct 
43382,09/10/2018,9,Tuesday,3,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekday,,9 October 2018,"Tuesday, October 9, 2018",9 Oct 2018,9 Oct 
43383,10/10/2018,10,Wednesday,4,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekday,,10 October 2018,"Wednesday, October 10, 2018",10 Oct 2018,10 Oct 
43384,11/10/2018,11,Thursday,5,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekday,,11 October 2018,"Thursday, October 11, 2018",11 Oct 2018,11 Oct 
43385,12/10/2018,12,Friday,6,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekday,,12 October 2018,"Friday, October 12, 2018",12 Oct 2018,12 Oct 
43386,13/10/2018,13,Saturday,7,10,October,07/10/2018,13/10/2018,October Week 2,2018,Oct-2018,Weekend,,13 October 2018,"Saturday, October 13, 2018",13 Oct 2018,13 Oct 
43387,14/10/2018,14,Sunday,1,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekend,,14 October 2018,"Sunday, October 14, 2018",14 Oct 2018,14 Oct 
43388,15/10/2018,15,Monday,2,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekday,,15 October 2018,"Monday, October 15, 2018",15 Oct 2018,15 Oct 
43389,16/10/2018,16,Tuesday,3,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekday,,16 October 2018,"Tuesday, October 16, 2018",16 Oct 2018,16 Oct 
43390,17/10/2018,17,Wednesday,4,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekday,,17 October 2018,"Wednesday, October 17, 2018",17 Oct 2018,17 Oct 
43391,18/10/2018,18,Thursday,5,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekday,,18 October 2018,"Thursday, October 18, 2018",18 Oct 2018,18 Oct 
43392,19/10/2018,19,Friday,6,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekday,,19 October 2018,"Friday, October 19, 2018",19 Oct 2018,19 Oct 
43393,20/10/2018,20,Saturday,7,10,October,14/10/2018,20/10/2018,October Week 3,2018,Oct-2018,Weekend,,20 October 2018,"Saturday, October 20, 2018",20 Oct 2018,20 Oct 
43394,21/10/2018,21,Sunday,1,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekend,,21 October 2018,"Sunday, October 21, 2018",21 Oct 2018,21 Oct 
43395,22/10/2018,22,Monday,2,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekday,,22 October 2018,"Monday, October 22, 2018",22 Oct 2018,22 Oct 
43396,23/10/2018,23,Tuesday,3,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekday,,23 October 2018,"Tuesday, October 23, 2018",23 Oct 2018,23 Oct 
43397,24/10/2018,24,Wednesday,4,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekday,,24 October 2018,"Wednesday, October 24, 2018",24 Oct 2018,24 Oct 
43398,25/10/2018,25,Thursday,5,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekday,,25 October 2018,"Thursday, October 25, 2018",25 Oct 2018,25 Oct 
43399,26/10/2018,26,Friday,6,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekday,,26 October 2018,"Friday, October 26, 2018",26 Oct 2018,26 Oct 
43400,27/10/2018,27,Saturday,7,10,October,21/10/2018,27/10/2018,October Week 4,2018,Oct-2018,Weekend,,27 October 2018,"Saturday, October 27, 2018",27 Oct 2018,27 Oct 
43401,28/10/2018,28,Sunday,1,10,October,28/10/2018,03/11/2018,October Week 5,2018,Oct-2018,Weekend,,28 October 2018,"Sunday, October 28, 2018",28 Oct 2018,28 Oct 
43402,29/10/2018,29,Monday,2,10,October,28/10/2018,03/11/2018,October Week 5,2018,Oct-2018,Weekday,,29 October 2018,"Monday, October 29, 2018",29 Oct 2018,29 Oct 
43403,30/10/2018,30,Tuesday,3,10,October,28/10/2018,03/11/2018,October Week 5,2018,Oct-2018,Weekday,,30 October 2018,"Tuesday, October 30, 2018",30 Oct 2018,30 Oct 
43404,31/10/2018,31,Wednesday,4,10,October,28/10/2018,03/11/2018,October Week 5,2018,Oct-2018,Weekday,,31 October 2018,"Wednesday, October 31, 2018",31 Oct 2018,31 Oct 
43405,01/11/2018,1,Thursday,5,11,November,28/10/2018,03/11/2018,November Week 1,2018,Nov-2018,Weekday,,1 November 2018,"Thursday, November 1, 2018",1 Nov 2018,1 Nov 
43406,02/11/2018,2,Friday,6,11,November,28/10/2018,03/11/2018,November Week 1,2018,Nov-2018,Weekday,,2 November 2018,"Friday, November 2, 2018",2 Nov 2018,2 Nov 
43407,03/11/2018,3,Saturday,7,11,November,28/10/2018,03/11/2018,November Week 1,2018,Nov-2018,Weekend,,3 November 2018,"Saturday, November 3, 2018",3 Nov 2018,3 Nov 
43408,04/11/2018,4,Sunday,1,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekend,,4 November 2018,"Sunday, November 4, 2018",4 Nov 2018,4 Nov 
43409,05/11/2018,5,Monday,2,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekday,,5 November 2018,"Monday, November 5, 2018",5 Nov 2018,5 Nov 
43410,06/11/2018,6,Tuesday,3,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekday,,6 November 2018,"Tuesday, November 6, 2018",6 Nov 2018,6 Nov 
43411,07/11/2018,7,Wednesday,4,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekday,,7 November 2018,"Wednesday, November 7, 2018",7 Nov 2018,7 Nov 
43412,08/11/2018,8,Thursday,5,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekday,,8 November 2018,"Thursday, November 8, 2018",8 Nov 2018,8 Nov 
43413,09/11/2018,9,Friday,6,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekday,,9 November 2018,"Friday, November 9, 2018",9 Nov 2018,9 Nov 
43414,10/11/2018,10,Saturday,7,11,November,04/11/2018,10/11/2018,November Week 2,2018,Nov-2018,Weekend,,10 November 2018,"Saturday, November 10, 2018",10 Nov 2018,10 Nov 
43415,11/11/2018,11,Sunday,1,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekend,,11 November 2018,"Sunday, November 11, 2018",11 Nov 2018,11 Nov 
43416,12/11/2018,12,Monday,2,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekday,,12 November 2018,"Monday, November 12, 2018",12 Nov 2018,12 Nov 
43417,13/11/2018,13,Tuesday,3,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekday,,13 November 2018,"Tuesday, November 13, 2018",13 Nov 2018,13 Nov 
43418,14/11/2018,14,Wednesday,4,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekday,,14 November 2018,"Wednesday, November 14, 2018",14 Nov 2018,14 Nov 
43419,15/11/2018,15,Thursday,5,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekday,,15 November 2018,"Thursday, November 15, 2018",15 Nov 2018,15 Nov 
43420,16/11/2018,16,Friday,6,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekday,,16 November 2018,"Friday, November 16, 2018",16 Nov 2018,16 Nov 
43421,17/11/2018,17,Saturday,7,11,November,11/11/2018,17/11/2018,November Week 3,2018,Nov-2018,Weekend,,17 November 2018,"Saturday, November 17, 2018",17 Nov 2018,17 Nov 
43422,18/11/2018,18,Sunday,1,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekend,,18 November 2018,"Sunday, November 18, 2018",18 Nov 2018,18 Nov 
43423,19/11/2018,19,Monday,2,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekday,,19 November 2018,"Monday, November 19, 2018",19 Nov 2018,19 Nov 
43424,20/11/2018,20,Tuesday,3,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekday,,20 November 2018,"Tuesday, November 20, 2018",20 Nov 2018,20 Nov 
43425,21/11/2018,21,Wednesday,4,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekday,,21 November 2018,"Wednesday, November 21, 2018",21 Nov 2018,21 Nov 
43426,22/11/2018,22,Thursday,5,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekday,,22 November 2018,"Thursday, November 22, 2018",22 Nov 2018,22 Nov 
43427,23/11/2018,23,Friday,6,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekday,,23 November 2018,"Friday, November 23, 2018",23 Nov 2018,23 Nov 
43428,24/11/2018,24,Saturday,7,11,November,18/11/2018,24/11/2018,November Week 4,2018,Nov-2018,Weekend,,24 November 2018,"Saturday, November 24, 2018",24 Nov 2018,24 Nov 
43429,25/11/2018,25,Sunday,1,11,November,25/11/2018,01/12/2018,November Week 5,2018,Nov-2018,Weekend,,25 November 2018,"Sunday, November 25, 2018",25 Nov 2018,25 Nov 
43430,26/11/2018,26,Monday,2,11,November,25/11/2018,01/12/2018,November Week 5,2018,Nov-2018,Weekday,,26 November 2018,"Monday, November 26, 2018",26 Nov 2018,26 Nov 
43431,27/11/2018,27,Tuesday,3,11,November,25/11/2018,01/12/2018,November Week 5,2018,Nov-2018,Weekday,,27 November 2018,"Tuesday, November 27, 2018",27 Nov 2018,27 Nov 
43432,28/11/2018,28,Wednesday,4,11,November,25/11/2018,01/12/2018,November Week 5,2018,Nov-2018,Weekday,,28 November 2018,"Wednesday, November 28, 2018",28 Nov 2018,28 Nov 
43433,29/11/2018,29,Thursday,5,11,November,25/11/2018,01/12/2018,November Week 5,2018,Nov-2018,Weekday,,29 November 2018,"Thursday, November 29, 2018",29 Nov 2018,29 Nov 
43434,30/11/2018,30,Friday,6,11,November,25/11/2018,01/12/2018,November Week 5,2018,Nov-2018,Weekday,,30 November 2018,"Friday, November 30, 2018",30 Nov 2018,30 Nov 
43435,01/12/2018,1,Saturday,7,12,December,25/11/2018,01/12/2018,December Week 1,2018,Dec-2018,Weekend,,1 December 2018,"Saturday, December 1, 2018",1 Dec 2018,1 Dec 
43436,02/12/2018,2,Sunday,1,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekend,,2 December 2018,"Sunday, December 2, 2018",2 Dec 2018,2 Dec 
43437,03/12/2018,3,Monday,2,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekday,,3 December 2018,"Monday, December 3, 2018",3 Dec 2018,3 Dec 
43438,04/12/2018,4,Tuesday,3,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekday,,4 December 2018,"Tuesday, December 4, 2018",4 Dec 2018,4 Dec 
43439,05/12/2018,5,Wednesday,4,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekday,,5 December 2018,"Wednesday, December 5, 2018",5 Dec 2018,5 Dec 
43440,06/12/2018,6,Thursday,5,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekday,,6 December 2018,"Thursday, December 6, 2018",6 Dec 2018,6 Dec 
43441,07/12/2018,7,Friday,6,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekday,,7 December 2018,"Friday, December 7, 2018",7 Dec 2018,7 Dec 
43442,08/12/2018,8,Saturday,7,12,December,02/12/2018,08/12/2018,December Week 2,2018,Dec-2018,Weekend,,8 December 2018,"Saturday, December 8, 2018",8 Dec 2018,8 Dec 
43443,09/12/2018,9,Sunday,1,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekend,,9 December 2018,"Sunday, December 9, 2018",9 Dec 2018,9 Dec 
43444,10/12/2018,10,Monday,2,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekday,,10 December 2018,"Monday, December 10, 2018",10 Dec 2018,10 Dec 
43445,11/12/2018,11,Tuesday,3,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekday,,11 December 2018,"Tuesday, December 11, 2018",11 Dec 2018,11 Dec 
43446,12/12/2018,12,Wednesday,4,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekday,,12 December 2018,"Wednesday, December 12, 2018",12 Dec 2018,12 Dec 
43447,13/12/2018,13,Thursday,5,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekday,,13 December 2018,"Thursday, December 13, 2018",13 Dec 2018,13 Dec 
43448,14/12/2018,14,Friday,6,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekday,,14 December 2018,"Friday, December 14, 2018",14 Dec 2018,14 Dec 
43449,15/12/2018,15,Saturday,7,12,December,09/12/2018,15/12/2018,December Week 3,2018,Dec-2018,Weekend,,15 December 2018,"Saturday, December 15, 2018",15 Dec 2018,15 Dec 
43450,16/12/2018,16,Sunday,1,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekend,,16 December 2018,"Sunday, December 16, 2018",16 Dec 2018,16 Dec 
43451,17/12/2018,17,Monday,2,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekday,,17 December 2018,"Monday, December 17, 2018",17 Dec 2018,17 Dec 
43452,18/12/2018,18,Tuesday,3,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekday,,18 December 2018,"Tuesday, December 18, 2018",18 Dec 2018,18 Dec 
43453,19/12/2018,19,Wednesday,4,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekday,,19 December 2018,"Wednesday, December 19, 2018",19 Dec 2018,19 Dec 
43454,20/12/2018,20,Thursday,5,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekday,,20 December 2018,"Thursday, December 20, 2018",20 Dec 2018,20 Dec 
43455,21/12/2018,21,Friday,6,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekday,,21 December 2018,"Friday, December 21, 2018",21 Dec 2018,21 Dec 
43456,22/12/2018,22,Saturday,7,12,December,16/12/2018,22/12/2018,December Week 4,2018,Dec-2018,Weekend,,22 December 2018,"Saturday, December 22, 2018",22 Dec 2018,22 Dec 
43457,23/12/2018,23,Sunday,1,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekend,,23 December 2018,"Sunday, December 23, 2018",23 Dec 2018,23 Dec 
43458,24/12/2018,24,Monday,2,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekday,,24 December 2018,"Monday, December 24, 2018",24 Dec 2018,24 Dec 
43459,25/12/2018,25,Tuesday,3,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekday,,25 December 2018,"Tuesday, December 25, 2018",25 Dec 2018,25 Dec 
43460,26/12/2018,26,Wednesday,4,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekday,,26 December 2018,"Wednesday, December 26, 2018",26 Dec 2018,26 Dec 
43461,27/12/2018,27,Thursday,5,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekday,,27 December 2018,"Thursday, December 27, 2018",27 Dec 2018,27 Dec 
43462,28/12/2018,28,Friday,6,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekday,,28 December 2018,"Friday, December 28, 2018",28 Dec 2018,28 Dec 
43463,29/12/2018,29,Saturday,7,12,December,23/12/2018,29/12/2018,December Week 5,2018,Dec-2018,Weekend,,29 December 2018,"Saturday, December 29, 2018",29 Dec 2018,29 Dec 
43464,30/12/2018,30,Sunday,1,12,December,30/12/2018,05/01/2019,December Week 6,2018,Dec-2018,Weekend,,30 December 2018,"Sunday, December 30, 2018",30 Dec 2018,30 Dec 
43465,31/12/2018,31,Monday,2,12,December,30/12/2018,05/01/2019,December Week 6,2018,Dec-2018,Weekday,,31 December 2018,"Monday, December 31, 2018",31 Dec 2018,31 Dec 
